,user_id,name,gender,age,year,email,programme,categories
190,191,Benigno Torrents-Gimenez,male,18,2,benignotorrents-gimenez@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Marketing', 'Marketing', 'Technology']"
191,192,Juan Francisco Vendrell Bayón,male,19,1,juanfranciscovendrellbayón@edem.es,BBA in Business Administration,['Marketing']
192,193,Quirino Córdoba Exposito,male,19,1,quirinocórdobaexposito@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Finance and Investment']"
193,194,Severo Montoya Cuesta,male,24,1,severomontoyacuesta@edem.es,MBA Junior,"['Business Management', 'Marketing', 'Finance and Investment', 'Technology', 'Business Management']"
194,195,Curro Menendez Balaguer,male,18,2,curromenendezbalaguer@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Technology', 'Management Skills']"
195,196,Che Carmelo Simó Castell,male,27,1,checarmelosimócastell@edem.es,Master Finance,['Marketing']
196,197,Octavia del Farré,female,18,3,octaviadelfarré@edem.es,BBA in Business Administration,"['Technology', 'Technology', 'Business Management']"
197,198,Piedad Acero Vélez,female,21,1,piedadacerovélez@edem.es,BSc in Engineering and Management,"['Marketing', 'Technology', 'Technology', 'Management Skills']"
198,199,Gerardo Olmo Donaire,male,27,1,gerardoolmodonaire@edem.es,Bootcamp Cibersecurity,"['Finance and Investment', 'Business Management', 'Marketing']"
199,200,Bernardino Guiomar Coll Cuadrado,male,25,1,bernardinoguiomarcollcuadrado@edem.es,Master Data Analytics,['Business Management']
200,201,Marta Crespo Bernal,female,43,1,martacrespobernal@edem.es,Bootcamp Full Stack,"['Technology', 'Finance and Investment', 'Technology', 'Business Management', 'Technology']"
201,202,Elodia del Calvo,female,25,1,elodiadelcalvo@edem.es,MBA Junior,"['Business Management', 'Management Skills', 'Technology', 'Marketing']"
202,203,Adela Palomares Vilar,female,25,1,adelapalomaresvilar@edem.es,Master Data Analytics,"['Marketing', 'Technology', 'Finance and Investment', 'Business Management']"
203,204,Miguel Ángel Cleto Uribe Castellanos,male,19,3,miguelángelcletouribecastellanos@edem.es,BSc in Engineering and Management,"['Business Management', 'Management Skills']"
204,205,Ángel Jordi Haro Cárdenas,male,18,2,ángeljordiharocárdenas@edem.es,BBA in Business Administration,['Technology']
205,206,Adalberto Benavent,male,19,4,adalbertobenavent@edem.es,BSc in Engineering and Management,['Management Skills']
206,207,Francisco Teodosio Puente Valentín,male,18,2,franciscoteodosiopuentevalentín@edem.es,BBA in Business Administration,['Technology']
207,208,Amor Jorge Montaña Escribano,male,18,1,amorjorgemontañaescribano@edem.es,BSc in Engineering and Management,['Business Management']
208,209,Espiridión del Ríos,male,18,1,espiridióndelríos@edem.es,BBA in Business Administration,"['Technology', 'Business Management']"
209,210,Román Amores,male,22,1,románamores@edem.es,Bootcamp UX/ UI,"['Business Management', 'Technology', 'Technology', 'Technology', 'Technology']"
210,211,Nayara Hervia Trujillo,female,19,1,nayaraherviatrujillo@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing']"
211,212,Lorenzo Enríquez-Manrique,male,26,1,lorenzoenríquez-manrique@edem.es,Master Marketing and Digital Sales,"['Business Management', 'Finance and Investment', 'Finance and Investment', 'Business Management', 'Marketing']"
212,213,Aurelia Nayara Santamaria Arco,female,18,2,aurelianayarasantamariaarco@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Marketing']"
213,214,Jose Francisco Mariscal Iglesia,male,18,2,josefranciscomariscaliglesia@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Technology']"
214,215,Rosa María Sureda Hernandez,female,24,1,rosamaríasuredahernandez@edem.es,Bootcamp Data Science,"['Marketing', 'Technology', 'Technology', 'Management Skills']"
215,216,Aitor del Ibañez,male,27,1,aitordelibañez@edem.es,Bootcamp Cibersecurity,"['Management Skills', 'Marketing', 'Marketing', 'Marketing', 'Management Skills']"
216,217,Rolando Rey Alfaro,male,18,3,rolandoreyalfaro@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Finance and Investment', 'Business Management']"
217,218,Emelina Cuadrado-Arévalo,female,19,4,emelinacuadrado-arévalo@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Marketing', 'Marketing']"
218,219,Segismundo Guardiola Lumbreras,male,18,3,segismundoguardiolalumbreras@edem.es,BSc in Engineering and Management,"['Marketing', 'Finance and Investment', 'Marketing', 'Management Skills']"
219,220,Aurora Segarra Zabaleta,female,21,1,aurorasegarrazabaleta@edem.es,BBA in Business Administration,['Marketing']
220,221,Jaime Priego Tomas,male,41,1,jaimepriegotomas@edem.es,Bootcamp Full Stack,"['Finance and Investment', 'Marketing', 'Finance and Investment', 'Finance and Investment']"
221,222,María Del Carmen Pina Iglesia,female,20,3,maríadelcarmenpinaiglesia@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management']"
222,223,Ruy Ródenas Saldaña,male,18,3,ruyródenassaldaña@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Business Management']"
223,224,Lina Jerez Boada,female,24,1,linajerezboada@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Marketing', 'Management Skills']"
224,225,Jovita Toro Vallejo,female,18,1,jovitatorovallejo@edem.es,BSc in Engineering and Management,"['Business Management', 'Marketing', 'Technology']"
225,226,Reyes del Guerra,male,19,3,reyesdelguerra@edem.es,BBA in Business Administration,"['Finance and Investment', 'Finance and Investment', 'Business Management', 'Marketing', 'Marketing']"
226,227,Benjamín del Padilla,male,18,2,benjamíndelpadilla@edem.es,BBA in Business Administration,['Technology']
227,228,Crescencia Trujillo Puga,female,27,1,crescenciatrujillopuga@edem.es,Master Data Analytics,['Business Management']
228,229,Alba Fonseca Criado,female,18,3,albafonsecacriado@edem.es,BSc in Engineering and Management,['Technology']
229,230,Telmo Plaza Iglesia,male,35,1,telmoplazaiglesia@edem.es,Bootcamp Data Science,"['Marketing', 'Finance and Investment', 'Business Management']"
230,231,Aitana Angulo Coello,female,21,1,aitanaangulocoello@edem.es,BSc in Engineering and Management,"['Management Skills', 'Technology', 'Management Skills']"
231,232,Luís Royo Jove,male,19,4,luísroyojove@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management', 'Finance and Investment', 'Finance and Investment']"
232,233,Nilda Capdevila,female,18,3,nildacapdevila@edem.es,BBA in Business Administration,"['Business Management', 'Management Skills', 'Marketing', 'Finance and Investment']"
233,234,Diana Caballero Castilla,female,19,4,dianacaballerocastilla@edem.es,BBA in Business Administration,"['Business Management', 'Technology', 'Business Management', 'Marketing']"
234,235,Antonia Roselló Lucena,female,20,1,antoniarosellólucena@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Finance and Investment', 'Technology']"
235,236,Leandra Giralt Gutierrez,female,18,2,leandragiraltgutierrez@edem.es,BSc in Engineering and Management,"['Marketing', 'Management Skills', 'Marketing']"
236,237,Yolanda Esteve,female,27,1,yolandaesteve@edem.es,MBA Junior,"['Technology', 'Management Skills', 'Marketing']"
237,238,Damián Coello Hernández,male,18,1,damiáncoellohernández@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Management Skills', 'Management Skills']"
238,239,Eustaquio Guzman,male,18,3,eustaquioguzman@edem.es,BBA in Business Administration,"['Finance and Investment', 'Marketing', 'Management Skills']"
239,240,Gabriela de Amat,female,18,3,gabrieladeamat@edem.es,BBA in Business Administration,['Technology']
240,241,Ofelia Carrasco Sáez,female,18,2,ofeliacarrascosáez@edem.es,BBA in Business Administration,['Marketing']
241,242,Luciano Barbero Morales,male,19,3,lucianobarberomorales@edem.es,BBA in Business Administration,"['Marketing', 'Marketing', 'Business Management', 'Management Skills']"
242,243,Josep Rueda Jódar,male,19,2,josepruedajódar@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Management Skills']"
243,244,Ciriaco Carrera-Valdés,male,23,1,ciriacocarrera-valdés@edem.es,MBA Junior,"['Business Management', 'Marketing']"
244,245,Chus Jacobo Peña Velázquez,male,21,4,chusjacobopeñavelázquez@edem.es,BSc in Engineering and Management,['Management Skills']
245,246,Candelario Dávila Escribano,male,18,4,candelariodávilaescribano@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Finance and Investment', 'Marketing']"
246,247,Espiridión Montesinos Bertrán,male,18,1,espiridiónmontesinosbertrán@edem.es,BBA in Business Administration,"['Business Management', 'Finance and Investment', 'Finance and Investment']"
247,248,Baudelio Valle Sola,male,18,1,baudeliovallesola@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Technology', 'Management Skills', 'Finance and Investment']"
248,249,Maxi Bravo Olivé,female,20,4,maxibravoolivé@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Marketing', 'Marketing']"
249,250,América Salinas Casanova,female,18,1,américasalinascasanova@edem.es,BBA in Business Administration,"['Marketing', 'Finance and Investment', 'Marketing', 'Marketing']"
250,251,Juan Pablo Candelario Carbonell Rubio,male,18,1,juanpablocandelariocarbonellrubio@edem.es,BBA in Business Administration,"['Marketing', 'Marketing', 'Management Skills', 'Business Management']"
251,252,Gema Heras,female,27,1,gemaheras@edem.es,Master Marketing and Digital Sales,['Management Skills']
252,253,Toño Núñez Costa,male,18,1,toñonúñezcosta@edem.es,BSc in Engineering and Management,['Technology']
253,254,Victorino Barón-Adadia,male,18,2,victorinobarón-adadia@edem.es,BBA in Business Administration,"['Technology', 'Marketing', 'Marketing']"
254,255,Salud Rivera Cornejo,female,20,1,saludriveracornejo@edem.es,Bootcamp Cibersecurity,['Business Management']
255,256,Domingo del Benitez,male,20,1,domingodelbenitez@edem.es,Bootcamp Cibersecurity,"['Finance and Investment', 'Marketing', 'Technology', 'Marketing']"
256,257,Carmelo del Echeverría,male,18,1,carmelodelecheverría@edem.es,BSc in Engineering and Management,"['Business Management', 'Business Management']"
257,258,Agapito Montero Ortega,male,18,4,agapitomonteroortega@edem.es,BSc in Engineering and Management,"['Marketing', 'Management Skills', 'Technology', 'Finance and Investment']"
258,259,Hector Aznar-Ortiz,male,21,1,hectoraznar-ortiz@edem.es,BBA in Business Administration,['Management Skills']
259,260,Jenny Yolanda Lladó Cerdá,female,24,1,jennyyolandalladócerdá@edem.es,MBA Junior,"['Finance and Investment', 'Management Skills', 'Technology', 'Management Skills']"
260,261,Édgar Palomino Egea,male,25,1,édgarpalominoegea@edem.es,Master Finance,"['Business Management', 'Business Management', 'Marketing']"
261,262,Berto Manzanares Francisco,male,26,1,bertomanzanaresfrancisco@edem.es,Master Finance,"['Technology', 'Business Management', 'Marketing', 'Business Management']"
262,263,Vidal Hernando-Menéndez,male,18,1,vidalhernando-menéndez@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Management Skills', 'Business Management']"
263,264,Toño Noriega Barreda,male,20,3,toñonoriegabarreda@edem.es,BSc in Engineering and Management,"['Technology', 'Marketing']"
264,265,Bernarda Manso-Arrieta,female,24,1,bernardamanso-arrieta@edem.es,Master Data Analytics,"['Finance and Investment', 'Business Management', 'Technology']"
265,266,Cruz Pelayo Chamorro,female,19,4,cruzpelayochamorro@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Marketing']"
266,267,Cristóbal Padilla Calzada,male,18,3,cristóbalpadillacalzada@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Business Management', 'Marketing']"
267,268,Clarisa Sala,female,21,1,clarisasala@edem.es,Bootcamp UX/ UI,['Business Management']
268,269,Wálter Pareja,male,21,4,wálterpareja@edem.es,BBA in Business Administration,"['Marketing', 'Business Management']"
269,270,Iker Caro Rebollo,male,20,1,ikercarorebollo@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Business Management']"
270,271,Felicidad Marí Gallego,female,23,1,felicidadmarígallego@edem.es,Master Marketing and Digital Sales,"['Technology', 'Marketing']"
271,272,Leonor Zapata Dalmau,female,21,1,leonorzapatadalmau@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment']"
272,273,Baudelio Alvarado-Fajardo,male,21,4,baudelioalvarado-fajardo@edem.es,BBA in Business Administration,"['Finance and Investment', 'Marketing', 'Finance and Investment', 'Finance and Investment', 'Management Skills']"
273,274,Fermín Fonseca Angulo,male,27,1,fermínfonsecaangulo@edem.es,MBA Junior,"['Finance and Investment', 'Marketing']"
274,275,Imelda Adora Mesa Blasco,female,20,2,imeldaadoramesablasco@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Business Management']"
275,276,Maximiliano Pelayo Baquero,male,18,2,maximilianopelayobaquero@edem.es,BSc in Engineering and Management,"['Technology', 'Finance and Investment']"
276,277,Manuelita Doménech-Barrena,female,18,2,manuelitadoménech-barrena@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Business Management', 'Technology']"
277,278,Lope Díez Iñiguez,male,18,3,lopedíeziñiguez@edem.es,BBA in Business Administration,['Technology']
278,279,Hilario Sans,male,18,1,hilariosans@edem.es,BBA in Business Administration,"['Technology', 'Finance and Investment', 'Technology']"
279,280,Violeta Áurea Valencia Company,female,18,3,violetaáureavalenciacompany@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Marketing', 'Technology', 'Technology']"
280,281,Vicenta Cabeza Angulo,female,18,4,vicentacabezaangulo@edem.es,BBA in Business Administration,['Finance and Investment']
281,282,Paca Vallés Cisneros,female,21,4,pacavalléscisneros@edem.es,BSc in Engineering and Management,"['Marketing', 'Technology', 'Finance and Investment', 'Business Management']"
282,283,Rico Eustaquio Ortega Chico,male,18,3,ricoeustaquioortegachico@edem.es,BBA in Business Administration,"['Finance and Investment', 'Finance and Investment', 'Business Management', 'Finance and Investment']"
283,284,Almudena Isabela Tormo Alcántara,female,19,1,almudenaisabelatormoalcántara@edem.es,BBA in Business Administration,"['Business Management', 'Technology', 'Business Management']"
284,285,Ciríaco del Gracia,male,18,2,ciríacodelgracia@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Technology', 'Business Management']"
285,286,Lorena Barrio Puerta,female,23,1,lorenabarriopuerta@edem.es,MBA Junior,['Business Management']
286,287,Primitivo Nicolás Marín,male,24,1,primitivonicolásmarín@edem.es,Master Data Analytics,['Marketing']
287,288,Isaac Luz Alberola,male,18,2,isaacluzalberola@edem.es,BSc in Engineering and Management,"['Business Management', 'Management Skills', 'Technology', 'Management Skills', 'Management Skills']"
288,289,Régulo Ávila Carbó,male,21,2,réguloávilacarbó@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Management Skills', 'Management Skills']"
289,290,Lupe del Acero,female,21,1,lupedelacero@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Marketing']"
290,291,Marc Macías García,male,19,1,marcmacíasgarcía@edem.es,BSc in Engineering and Management,['Finance and Investment']
291,292,Obdulia Sierra Zurita,female,26,1,obduliasierrazurita@edem.es,Master Marketing and Digital Sales,['Finance and Investment']
292,293,Sabina Lloret Osorio,female,19,4,sabinalloretosorio@edem.es,BBA in Business Administration,['Business Management']
293,294,Antonio Sarabia-Peralta,male,18,1,antoniosarabia-peralta@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Technology']"
294,295,Bautista Mendoza-Navarro,male,24,1,bautistamendoza-navarro@edem.es,Master Marketing and Digital Sales,"['Technology', 'Business Management', 'Technology', 'Marketing', 'Marketing']"
295,296,Mateo Valderrama,male,18,3,mateovalderrama@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Marketing', 'Business Management']"
296,297,Pelayo Cañizares Luna,male,21,2,pelayocañizaresluna@edem.es,BBA in Business Administration,"['Finance and Investment', 'Technology', 'Finance and Investment']"
297,298,Edgardo Arribas Casares,male,19,1,edgardoarribascasares@edem.es,BSc in Engineering and Management,"['Management Skills', 'Finance and Investment', 'Marketing', 'Management Skills']"
298,299,Reynaldo Naranjo Reina,male,19,1,reynaldonaranjoreina@edem.es,BSc in Engineering and Management,"['Technology', 'Marketing', 'Marketing']"
299,300,Agapito Cesar Fernández Estévez,male,27,1,agapitocesarfernándezestévez@edem.es,Master Finance,"['Business Management', 'Business Management', 'Finance and Investment', 'Marketing', 'Marketing']"
300,301,Jose Antonio Macías Beltran,male,26,1,joseantoniomacíasbeltran@edem.es,MBA Junior,"['Finance and Investment', 'Management Skills', 'Business Management']"
301,302,Asdrubal Sancho Fernández Pelayo,male,19,3,asdrubalsanchofernándezpelayo@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Finance and Investment']"
302,303,Alonso Vicente Barba,male,24,1,alonsovicentebarba@edem.es,Master Data Analytics,"['Finance and Investment', 'Business Management', 'Marketing', 'Finance and Investment']"
303,304,Leopoldo Marin Talavera,male,18,3,leopoldomarintalavera@edem.es,BBA in Business Administration,"['Management Skills', 'Technology', 'Management Skills', 'Management Skills', 'Business Management']"
304,305,Cintia de Criado,female,19,3,cintiadecriado@edem.es,BSc in Engineering and Management,"['Technology', 'Marketing', 'Finance and Investment', 'Business Management', 'Finance and Investment']"
305,306,Melchor Marín-Rosa,male,19,2,melchormarín-rosa@edem.es,BSc in Engineering and Management,['Management Skills']
306,307,Remigio Sandoval Puente,male,20,1,remigiosandovalpuente@edem.es,BBA in Business Administration,"['Technology', 'Technology', 'Management Skills', 'Business Management']"
307,308,Aarón Puerta Ángel,male,23,1,aarónpuertaángel@edem.es,MBA Junior,['Management Skills']
308,309,Apolonia Suárez Campillo,female,27,1,apoloniasuárezcampillo@edem.es,Master Marketing and Digital Sales,['Management Skills']
309,310,Antonio Rivero Pera,male,23,1,antonioriveropera@edem.es,Master Finance,"['Technology', 'Business Management', 'Finance and Investment', 'Management Skills', 'Technology']"
310,311,Rafa Mendez Carbajo,male,26,1,rafamendezcarbajo@edem.es,MBA Junior,['Management Skills']
311,312,Amando Perea Baró,male,18,4,amandopereabaró@edem.es,BSc in Engineering and Management,"['Business Management', 'Business Management']"
312,313,Edmundo Ródenas Avilés,male,21,1,edmundoródenasavilés@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Business Management']"
313,314,Antonio del Bonilla,male,18,2,antoniodelbonilla@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Technology']"
314,315,Nuria del Folch,female,25,1,nuriadelfolch@edem.es,Master Marketing and Digital Sales,"['Technology', 'Marketing']"
315,316,Lola Manrique Puig,female,26,1,lolamanriquepuig@edem.es,Master Finance,"['Finance and Investment', 'Marketing', 'Finance and Investment']"
316,317,Noelia Agullo Escobar,female,18,2,noeliaagulloescobar@edem.es,BBA in Business Administration,['Technology']
317,318,Eloy Buendía Ferrán,male,19,3,eloybuendíaferrán@edem.es,BBA in Business Administration,['Marketing']
318,319,Jose Ignacio Teobaldo Elías Miralles,male,19,3,joseignacioteobaldoelíasmiralles@edem.es,BSc in Engineering and Management,"['Technology', 'Technology', 'Business Management', 'Management Skills', 'Technology']"
319,320,Anselma Zurita Leiva,female,26,1,anselmazuritaleiva@edem.es,MBA Junior,"['Finance and Investment', 'Marketing', 'Technology']"
320,321,Fabián González-Acuña,male,26,1,fabiángonzález-acuña@edem.es,Master Finance,"['Finance and Investment', 'Marketing', 'Management Skills']"
321,322,Venceslás Pineda Egea,male,30,1,vencesláspinedaegea@edem.es,Bootcamp Full Stack,"['Technology', 'Finance and Investment', 'Marketing', 'Business Management', 'Management Skills']"
322,323,Jose Angel Taboada Herranz,male,25,1,joseangeltaboadaherranz@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Business Management']"
323,324,Anacleto Ricart-Martorell,male,26,1,anacletoricart-martorell@edem.es,Master Finance,"['Technology', 'Marketing', 'Management Skills', 'Business Management', 'Marketing']"
324,325,Encarnación Puente,female,18,1,encarnaciónpuente@edem.es,BSc in Engineering and Management,"['Management Skills', 'Finance and Investment']"
325,326,Agustina Escobar Rodríguez,female,23,1,agustinaescobarrodríguez@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Finance and Investment']"
326,327,Marcos Lerma Lillo,male,18,1,marcoslermalillo@edem.es,BBA in Business Administration,['Finance and Investment']
327,328,Gastón Noguera Salcedo,male,24,1,gastónnoguerasalcedo@edem.es,MBA Junior,"['Technology', 'Technology', 'Technology', 'Business Management']"
328,329,Ruperto Cuervo Anglada,male,26,1,rupertocuervoanglada@edem.es,Master Marketing and Digital Sales,"['Business Management', 'Marketing', 'Management Skills', 'Marketing', 'Management Skills']"
329,330,Haroldo Águila,male,24,1,haroldoáguila@edem.es,Master Finance,"['Finance and Investment', 'Technology', 'Management Skills', 'Management Skills']"
330,331,Milagros Elorza Olmo,female,25,1,milagroselorzaolmo@edem.es,Master Marketing and Digital Sales,['Management Skills']
331,332,Arturo León,male,20,1,arturoleón@edem.es,BBA in Business Administration,['Management Skills']
332,333,Ruperto Rius Barberá,male,25,1,rupertoriusbarberá@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Management Skills', 'Management Skills', 'Business Management']"
333,334,Cecilio Morata Gallo,male,18,2,ceciliomoratagallo@edem.es,BSc in Engineering and Management,['Business Management']
334,335,Moreno Cózar Ayala,male,25,1,morenocózarayala@edem.es,Master Finance,"['Management Skills', 'Technology', 'Marketing', 'Business Management', 'Finance and Investment']"
335,336,Chus del Machado,male,25,1,chusdelmachado@edem.es,Master Finance,"['Business Management', 'Management Skills', 'Technology', 'Finance and Investment', 'Finance and Investment']"
336,337,Simón Carranza Ferrández,male,19,4,simóncarranzaferrández@edem.es,BSc in Engineering and Management,['Marketing']
337,338,Luís Marciano Solís Pastor,male,26,1,luísmarcianosolíspastor@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Finance and Investment', 'Business Management']"
338,339,Luna Dávila Hoz,female,19,2,lunadávilahoz@edem.es,BBA in Business Administration,['Management Skills']
339,340,Teobaldo Duilio Blasco Avilés,male,18,1,teobaldoduilioblascoavilés@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Business Management', 'Management Skills']"
340,341,Nazaret Valentín Landa,male,24,1,nazaretvalentínlanda@edem.es,Master Marketing and Digital Sales,"['Management Skills', 'Business Management', 'Business Management']"
341,342,Camila Arteaga Ibarra,female,19,1,camilaarteagaibarra@edem.es,BBA in Business Administration,['Business Management']
342,343,Juan Manuel Lamas-Pulido,male,19,1,juanmanuellamas-pulido@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Finance and Investment', 'Business Management']"
343,344,Adelia Silva Romero,female,21,4,adeliasilvaromero@edem.es,BSc in Engineering and Management,"['Management Skills', 'Marketing', 'Marketing']"
344,345,Mercedes Conesa Isern,female,18,1,mercedesconesaisern@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Technology', 'Finance and Investment', 'Management Skills']"
345,346,Porfirio Carlos Manrique,male,26,1,porfiriocarlosmanrique@edem.es,Master Finance,"['Finance and Investment', 'Business Management', 'Finance and Investment', 'Technology']"
346,347,Francisco Javier Caro Cerdá,male,25,1,franciscojaviercarocerdá@edem.es,Bootcamp Full Stack,"['Marketing', 'Business Management', 'Marketing']"
347,348,Jose Manuel Barón Isern,male,19,1,josemanuelbarónisern@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Technology', 'Finance and Investment', 'Management Skills']"
348,349,Federico Uría Nicolás,male,18,4,federicouríanicolás@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management']"
349,350,Zoraida Jaén-Abascal,female,18,2,zoraidajaén-abascal@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment']"
350,351,Saturnino Eduardo Pedraza Ribes,male,21,1,saturninoeduardopedrazaribes@edem.es,Bootcamp Full Stack,['Management Skills']
351,352,Erasmo Puig Escudero,male,19,3,erasmopuigescudero@edem.es,BBA in Business Administration,['Technology']
352,353,Héctor Vilalta Bravo,male,24,1,héctorvilaltabravo@edem.es,MBA Junior,"['Marketing', 'Marketing', 'Finance and Investment', 'Management Skills', 'Business Management']"
353,354,Mario Clímaco Capdevila Hernando,male,18,2,marioclímacocapdevilahernando@edem.es,BSc in Engineering and Management,"['Technology', 'Finance and Investment']"
354,355,Paloma de Ruiz,female,20,1,palomaderuiz@edem.es,Bootcamp Full Stack,"['Marketing', 'Business Management']"
355,356,Ángela Mariño,female,18,3,ángelamariño@edem.es,BSc in Engineering and Management,"['Business Management', 'Finance and Investment']"
356,357,Lisandro Ramos Jordá,male,28,1,lisandroramosjordá@edem.es,Bootcamp Data Science,"['Business Management', 'Management Skills', 'Technology']"
357,358,Cecilia Moll Manrique,female,19,1,ceciliamollmanrique@edem.es,BBA in Business Administration,"['Business Management', 'Business Management', 'Management Skills']"
358,359,Jenaro Carrasco Céspedes,male,18,2,jenarocarrascocéspedes@edem.es,BSc in Engineering and Management,"['Management Skills', 'Marketing']"
359,360,Ismael Gisbert-Llorens,male,18,2,ismaelgisbert-llorens@edem.es,BBA in Business Administration,"['Marketing', 'Finance and Investment', 'Business Management', 'Technology']"
360,361,Omar del Diego,male,21,4,omardeldiego@edem.es,BBA in Business Administration,"['Technology', 'Management Skills', 'Management Skills', 'Technology']"
361,362,Ariel Vélez Alberola,male,21,1,arielvélezalberola@edem.es,BBA in Business Administration,"['Marketing', 'Marketing']"
362,363,Débora Joaquina Almazán Castañeda,female,18,3,déborajoaquinaalmazáncastañeda@edem.es,BBA in Business Administration,"['Marketing', 'Finance and Investment']"
363,364,Joel Isidro Olivares Soler,male,18,2,joelisidroolivaressoler@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Finance and Investment', 'Marketing']"
364,365,Graciano Peiró-Abad,male,18,1,gracianopeiró-abad@edem.es,BBA in Business Administration,['Management Skills']
365,366,Dolores Febe Burgos Falcó,female,21,3,doloresfebeburgosfalcó@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing']"
366,367,Manu Moll Peñalver,female,20,1,manumollpeñalver@edem.es,BBA in Business Administration,"['Marketing', 'Finance and Investment']"
367,368,Severiano Ulises Pereira Correa,male,20,4,severianoulisespereiracorrea@edem.es,BBA in Business Administration,"['Marketing', 'Marketing']"
368,369,Eusebio de Echevarría,male,18,1,eusebiodeechevarría@edem.es,BSc in Engineering and Management,['Technology']
369,370,Sebastián Gibert,male,24,1,sebastiángibert@edem.es,MBA Junior,"['Technology', 'Management Skills', 'Marketing', 'Management Skills']"
370,371,Apolinar Navas Contreras,male,18,3,apolinarnavascontreras@edem.es,BBA in Business Administration,['Management Skills']
371,372,Samu Sans Menéndez,male,20,4,samusansmenéndez@edem.es,BBA in Business Administration,['Marketing']
372,373,Ángela Franco Jara,female,23,1,ángelafrancojara@edem.es,Master Marketing and Digital Sales,"['Business Management', 'Finance and Investment', 'Management Skills']"
373,374,Albino Blanes Galiano,male,19,4,albinoblanesgaliano@edem.es,BBA in Business Administration,"['Business Management', 'Finance and Investment', 'Business Management', 'Technology']"
374,375,Íñigo Mendizábal Melero,male,19,1,íñigomendizábalmelero@edem.es,BBA in Business Administration,['Marketing']
375,376,Julio César Jáuregui Villanueva,male,21,1,juliocésarjáureguivillanueva@edem.es,BSc in Engineering and Management,['Management Skills']
376,377,Francisco Jose Villalobos Gonzalo,male,19,4,franciscojosevillalobosgonzalo@edem.es,BBA in Business Administration,"['Technology', 'Business Management']"
377,378,Maximiano Elías,male,18,1,maximianoelías@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Management Skills', 'Finance and Investment', 'Management Skills']"
378,379,Amor Juan Antonio Ribera Laguna,male,20,1,amorjuanantonioriberalaguna@edem.es,BBA in Business Administration,"['Technology', 'Finance and Investment', 'Marketing', 'Technology', 'Finance and Investment']"
379,380,Américo Fajardo Hoz,male,23,1,américofajardohoz@edem.es,Master Data Analytics,"['Technology', 'Business Management', 'Management Skills', 'Finance and Investment', 'Management Skills']"
380,381,Aristides de Chaparro,male,18,4,aristidesdechaparro@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Finance and Investment', 'Marketing', 'Finance and Investment']"
