,Unnamed: 0,student_id,email,name,surname,gender,age,programme,year,category_id,Marketing,Finance and Investment,Management Skills,Business Management,Tech,Entrepreneurship,Artificial Intelligence,Crypto,Sport,Economy,Networking,Sustainability,Design,Music,HR,Employment
131,131,131,juanacerezo@edem.es,Juana,Cerezo,female,21,BBA in Business Administration,1,"[13, 14, 11, 6, 2, 15, 4, 8, 1]",1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0
132,132,132,arielalonso@edem.es,Ariel,Alonso,male,20,BSc in Engineering and Management,1,"[8, 11, 2, 15, 16, 5, 7, 14, 3, 1, 10]",1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
133,133,133,anacletonarváez@edem.es,Anacleto,Narváez,male,27,Master Finance,1,"[16, 2, 15, 4, 9, 3, 7, 8, 6, 12]",0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1
134,134,134,natanaelmorera@edem.es,Natanael,Morera,male,42,Bootcamp Data Science,1,"[5, 15, 7, 11, 2, 8, 10, 14, 16, 1, 6, 3, 12, 4]",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
135,135,135,renévillalobos@edem.es,René,Villalobos,male,18,BSc in Engineering and Management,1,"[8, 14, 6, 2, 11, 15, 9, 12, 1, 4, 3, 13, 16, 5, 7]",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
136,136,136,josuécéspedes@edem.es,Josué,Céspedes,male,19,BBA in Business Administration,2,"[1, 16, 13, 6, 4, 3, 10]",1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
137,137,137,maríacristinahuguet@edem.es,María Cristina,Huguet,female,19,BSc in Engineering and Management,1,"[3, 14, 13, 9, 4, 10, 12]",0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
138,138,138,estherpalomar@edem.es,Esther,Palomar,female,27,Master Marketing and Digital Sales,1,"[11, 13, 3, 15, 10, 1, 5, 14]",1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
139,139,139,desiderioroman@edem.es,Desiderio,Roman,male,23,Master Marketing and Digital Sales,1,"[9, 13, 3, 2, 11]",0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
140,140,140,heracliohuerta@edem.es,Heraclio,Huerta,male,19,BSc in Engineering and Management,2,[5],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,141,141,américocánovas@edem.es,Américo,Cánovas,male,18,BBA in Business Administration,2,[12],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,142,142,nicanorpaniagua@edem.es,Nicanor,Paniagua,male,19,BBA in Business Administration,3,"[11, 1, 3, 5, 15, 14, 7, 9]",1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
143,143,143,josefranciscodomínguez@edem.es,Jose Francisco,Domínguez,male,18,BBA in Business Administration,1,"[3, 8, 15, 13]",0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
144,144,144,duilioibáñez@edem.es,Duilio,Ibáñez,male,27,Master Finance,1,"[4, 8, 9, 16, 10, 1, 14, 5, 15, 6, 11, 7]",1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
145,145,145,felicidadalberola@edem.es,Felicidad,Alberola,female,18,BBA in Business Administration,2,"[13, 7, 11, 2, 8, 12, 16, 10, 6, 5, 9, 1, 14, 4, 3, 15]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,146,146,doroteamoll@edem.es,Dorotea,Moll,female,18,BSc in Engineering and Management,4,"[15, 9, 10, 7, 2, 12, 16, 4, 13, 14]",0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
147,147,147,remigiolago@edem.es,Remigio,Lago,male,21,BBA in Business Administration,3,"[14, 6, 16, 8, 7, 12, 2, 15]",0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1
148,148,148,tatianabravo@edem.es,Tatiana,Bravo,female,20,BBA in Business Administration,4,"[11, 16, 5, 6, 3, 15, 8, 2, 9, 7, 1, 13, 4, 14]",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
149,149,149,manuelabellán@edem.es,Manuel,Abellán,male,18,BSc in Engineering and Management,4,"[5, 9, 1, 10, 15, 12, 6, 2, 7, 3, 13, 4]",1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
150,150,150,cruzpalomo@edem.es,Cruz,Palomo,male,19,BBA in Business Administration,1,"[10, 16]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151,151,151,lorenzogirona@edem.es,Lorenzo,Girona,male,32,Bootcamp Cybersecurity,1,"[12, 2, 10, 9, 4, 3, 8, 16, 15, 11]",0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1
152,152,152,josevalderrama@edem.es,Jose,Valderrama,male,18,BBA in Business Administration,4,"[4, 13, 5, 10, 16, 7, 9, 15, 1, 14, 6, 3]",1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
153,153,153,alexcorrea@edem.es,Alex,Correa,male,21,BBA in Business Administration,2,[6],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,154,154,silvialuque@edem.es,Silvia,Luque,female,20,BBA in Business Administration,2,"[10, 15, 6, 14, 1, 3, 11, 7, 2]",1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
155,155,155,hortensianovoa@edem.es,Hortensia,Novoa,female,18,BSc in Engineering and Management,2,"[1, 2, 12, 9, 4]",1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
156,156,156,maitevillaverde@edem.es,Maite,Villaverde,female,19,BBA in Business Administration,1,"[14, 8, 6, 3, 16, 5, 12, 2, 1, 9, 7, 11, 15]",1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
157,157,157,fabricioviana@edem.es,Fabricio,Viana,male,19,BBA in Business Administration,1,"[9, 8, 11]",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
158,158,158,almacastellanos@edem.es,Alma,Castellanos,female,18,BBA in Business Administration,3,"[16, 10, 8, 7, 5, 4, 9, 2, 6, 11, 1, 3, 13, 12]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
159,159,159,graciasalmerón@edem.es,Gracia,Salmerón,female,19,BBA in Business Administration,1,"[2, 4, 7, 10, 1, 12, 15, 5, 13, 14]",1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0
160,160,160,joséviña@edem.es,José,Viña,male,19,BSc in Engineering and Management,4,"[9, 5, 6, 2, 1]",1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
161,161,161,maricruzcano@edem.es,Maricruz,Cano,female,19,BSc in Engineering and Management,1,"[14, 3, 15, 7, 9, 4, 12, 10, 6, 1, 11, 13, 8, 5, 2, 16]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,162,162,eladiobolaños@edem.es,Eladio,Bolaños,male,19,BBA in Business Administration,3,"[14, 10, 7, 12, 11, 16, 5, 2, 13, 1, 3]",1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
163,163,163,amaroduque@edem.es,Amaro,Duque,male,18,BBA in Business Administration,1,"[15, 14, 12, 6, 2, 7]",0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0
164,164,164,inocenciogalan@edem.es,Inocencio,Galan,male,26,MBA Junior,1,"[8, 7, 10, 15]",0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
165,165,165,laloanglada@edem.es,Lalo,Anglada,male,27,Master Finance,1,"[13, 14, 5]",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
166,166,166,vanesaberenguer@edem.es,Vanesa,Berenguer,female,18,BSc in Engineering and Management,1,"[8, 6, 13, 3, 2, 9, 12, 11, 4, 7, 14]",0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
167,167,167,juliobáez@edem.es,Julio,Báez,male,18,BBA in Business Administration,1,"[5, 4, 2, 3, 16, 15, 13, 10, 14, 8, 6, 11]",0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
168,168,168,candelariosomoza@edem.es,Candelario,Somoza,male,21,BBA in Business Administration,4,"[15, 11, 10, 16, 13, 14, 6, 12, 3, 4, 1, 7, 5, 8, 2]",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
169,169,169,catalinabarón@edem.es,Catalina,Barón,female,20,BSc in Engineering and Management,4,"[2, 6, 9, 16, 5, 8, 11, 1, 14]",1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1
170,170,170,bernardodaza@edem.es,Bernardo,Daza,male,20,BSc in Engineering and Management,2,"[10, 2, 11, 15, 16, 12, 9, 7, 8, 5, 14, 1]",1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
171,171,171,fortunatocortes@edem.es,Fortunato,Cortes,male,26,MBA Junior,1,"[7, 6, 10, 8, 9, 3, 1, 13, 2, 16, 11, 14, 12, 5, 15]",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
172,172,172,ignaciavara@edem.es,Ignacia,Vara,female,18,BBA in Business Administration,3,"[15, 9, 16, 10, 3, 6, 11, 5, 7, 4, 12, 14, 1, 13, 2]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
173,173,173,isaíaspelayo@edem.es,Isaías,Pelayo,male,18,BBA in Business Administration,2,"[11, 2, 9]",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
174,174,174,bernardamariño@edem.es,Bernarda,Mariño,female,25,Master Marketing and Digital Sales,1,"[10, 5, 12, 11, 16, 3, 6, 2, 13, 8, 7, 4, 9]",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
175,175,175,cirinomata@edem.es,Cirino,Mata,male,26,Master Marketing and Digital Sales,1,"[10, 9, 7]",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
176,176,176,feliciaduran@edem.es,Felicia,Duran,female,20,BSc in Engineering and Management,4,"[5, 11, 12, 14, 15, 9, 2, 7, 6, 1, 3]",1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
177,177,177,miguelángelarana@edem.es,Miguel Ángel,Arana,male,21,BSc in Engineering and Management,2,"[6, 4, 16, 13, 8, 15, 11, 3, 9, 1]",1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1
178,178,178,anunciaciónmontero@edem.es,Anunciación,Montero,female,18,BBA in Business Administration,2,"[4, 9, 13, 15, 12, 14, 1, 6, 3, 5]",1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0
179,179,179,horacioarmengol@edem.es,Horacio,Armengol,male,18,BBA in Business Administration,2,"[5, 3, 15, 12, 10, 14, 8, 1, 7, 11, 6, 2, 4]",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
180,180,180,pacíficagras@edem.es,Pacífica,Gras,female,18,BBA in Business Administration,2,"[15, 4, 9, 16, 5, 8, 13, 6, 11, 10]",0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
181,181,181,rómuloanaya@edem.es,Rómulo,Anaya,male,19,BBA in Business Administration,4,"[13, 9, 15, 7, 3, 4, 10, 12, 5, 1]",1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0
182,182,182,nicogarzón@edem.es,Nico,Garzón,male,19,BBA in Business Administration,4,"[12, 9, 2, 16, 15, 14, 5, 11, 3, 8, 4, 10, 13, 6, 1, 7]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183,183,183,josemanuelbernad@edem.es,Jose Manuel,Bernad,male,26,Bootcamp UX/ UI,1,"[12, 15, 1, 7, 14, 13, 9, 6, 4, 8, 16, 3, 2, 10, 11]",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
184,184,184,malenadiego@edem.es,Malena,Diego,female,18,BSc in Engineering and Management,2,"[11, 13, 3, 14]",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
185,185,185,marcialuís@edem.es,Marcia,Luís,female,18,BBA in Business Administration,2,"[10, 15]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
186,186,186,florentinacasas@edem.es,Florentina,Casas,female,19,BBA in Business Administration,1,"[5, 13, 12, 8, 15, 10, 1, 2, 11, 3, 9, 6, 4, 14, 16, 7]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187,187,187,jordijove@edem.es,Jordi,Jove,male,27,Master Finance,1,"[4, 1, 16, 7, 11, 10, 8, 2, 9, 13]",1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1
188,188,188,leandrosalamanca@edem.es,Leandro,Salamanca,male,18,BBA in Business Administration,1,"[1, 11, 9, 10, 4, 3, 5, 7, 16, 13, 15, 2, 12, 8, 6, 14]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189,189,189,juanbautistaalbero@edem.es,Juan Bautista,Albero,male,20,BSc in Engineering and Management,4,"[1, 7, 14]",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
190,190,190,agustíncáceres@edem.es,Agustín,Cáceres,male,18,BBA in Business Administration,2,"[2, 11, 7, 6, 5, 1, 13, 16, 10, 9, 8, 15, 3, 12, 4, 14]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191,191,191,tomásrueda@edem.es,Tomás,Rueda,male,18,BBA in Business Administration,2,"[6, 14, 13, 11, 8, 12, 3, 10, 2, 16, 4]",0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
192,192,192,íñigocid@edem.es,Íñigo,Cid,male,19,BBA in Business Administration,1,"[10, 4]",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
193,193,193,emigdiocasanovas@edem.es,Emigdio,Casanovas,male,19,BBA in Business Administration,1,"[7, 15]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
194,194,194,maximianotorrecilla@edem.es,Maximiano,Torrecilla,male,24,MBA Junior,1,"[11, 15]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
195,195,195,josuégaya@edem.es,Josué,Gaya,male,18,BBA in Business Administration,2,"[13, 14, 9, 8, 5, 1, 4, 12, 6, 7]",1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
196,196,196,césarverdugo@edem.es,César,Verdugo,male,27,Master Finance,1,"[11, 5]",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
197,197,197,reinarosselló@edem.es,Reina,Rosselló,female,18,BBA in Business Administration,3,"[12, 7, 15, 16]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
198,198,198,anasofíamontesinos@edem.es,Ana Sofía,Montesinos,female,21,BSc in Engineering and Management,1,"[13, 6, 3, 8, 12, 16, 15, 9, 5, 7, 1, 4, 10, 2, 11]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
199,199,199,eduardodomínguez@edem.es,Eduardo,Domínguez,male,27,Bootcamp Cybersecurity,1,"[11, 2, 15, 6, 16, 5, 12, 8, 7, 14]",0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1
200,200,200,adriángonzalo@edem.es,Adrián,Gonzalo,male,25,Master Data Analytics,1,"[12, 8, 1, 16, 6, 10, 7, 5, 14, 15, 13, 4, 3, 9, 11]",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,201,201,emelinariera@edem.es,Emelina,Riera,female,43,Bootcamp Full Stack,1,[5],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,202,202,gracielamayol@edem.es,Graciela,Mayol,female,25,MBA Junior,1,"[2, 3, 16, 4, 11, 6, 12, 7, 1, 5, 14, 13, 15, 10, 9]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
203,203,203,vivianaguerra@edem.es,Viviana,Guerra,female,25,Master Data Analytics,1,"[5, 9, 6]",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
204,204,204,románclemente@edem.es,Román,Clemente,male,19,BSc in Engineering and Management,3,"[11, 16, 5, 4, 2, 1, 3, 8, 7, 14, 15, 10, 9]",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
205,205,205,tiburciolladó@edem.es,Tiburcio,Lladó,male,18,BBA in Business Administration,2,"[7, 10, 5, 12, 8, 4, 2, 3, 15, 11, 13, 16, 1, 9, 6]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
206,206,206,victoralvarez@edem.es,Victor,Alvarez,male,19,BSc in Engineering and Management,4,"[3, 9, 15, 5, 13, 16, 11, 6, 4, 1, 2, 14]",1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
207,207,207,matíasbas@edem.es,Matías,Bas,male,18,BBA in Business Administration,2,"[16, 1, 6, 9, 10, 14, 8, 13]",1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
208,208,208,jordianguita@edem.es,Jordi,Anguita,male,18,BSc in Engineering and Management,1,"[3, 2, 5, 7, 12]",0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
209,209,209,ciríacoarrieta@edem.es,Ciríaco,Arrieta,male,18,BBA in Business Administration,1,"[14, 13, 7, 10, 2, 3, 6, 12, 8, 4, 15, 5, 11, 1, 16, 9]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,210,210,felixsánchez@edem.es,Felix,Sánchez,male,22,Bootcamp UX/ UI,1,"[2, 14, 16, 9, 3, 5, 12, 10, 6, 8, 15, 13, 11, 1]",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
211,211,211,macariaizquierdo@edem.es,Macaria,Izquierdo,female,19,BBA in Business Administration,1,"[7, 11, 9, 5, 3, 15, 13, 14, 2]",0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
212,212,212,leonelmerino@edem.es,Leonel,Merino,male,26,Master Marketing and Digital Sales,1,"[5, 3, 11, 10, 12, 13]",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
213,213,213,estelamorante@edem.es,Estela,Morante,female,18,BBA in Business Administration,2,"[2, 14, 15, 1, 16, 13, 10, 5, 4, 7, 9]",1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1
214,214,214,borjainfante@edem.es,Borja,Infante,male,18,BBA in Business Administration,2,"[1, 8, 11, 9, 5, 14, 12, 15, 4, 7, 6, 13, 3, 2]",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
215,215,215,anabelcámara@edem.es,Anabel,Cámara,female,24,Bootcamp Data Science,1,"[2, 3, 8]",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
216,216,216,alfredoarco@edem.es,Alfredo,Arco,male,27,Bootcamp Cybersecurity,1,"[16, 8, 4, 6, 10, 3, 13, 12, 9, 14, 2, 11, 1, 15]",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
217,217,217,renatobayón@edem.es,Renato,Bayón,male,18,BBA in Business Administration,3,"[15, 2, 5, 8, 4, 3, 16, 1]",1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
218,218,218,aureliaalcalde@edem.es,Aurelia,Alcalde,female,19,BBA in Business Administration,4,"[13, 14, 10, 7, 4, 3, 6, 15, 12, 16]",0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
219,219,219,valentínandrade@edem.es,Valentín,Andrade,male,18,BSc in Engineering and Management,3,"[16, 9, 8, 14, 5, 13]",0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1
220,220,220,gracielarios@edem.es,Graciela,Rios,female,21,BBA in Business Administration,1,[3],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,221,omarlastra@edem.es,Omar,Lastra,male,41,Bootcamp Full Stack,1,"[15, 4, 16, 10, 6, 1, 11, 5, 8, 9, 12, 14, 3]",1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
222,222,222,sarahernando@edem.es,Sara,Hernando,female,20,BBA in Business Administration,3,[4],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,223,223,franciscojoseleal@edem.es,Francisco Jose,Leal,male,18,BBA in Business Administration,3,"[5, 15, 16, 12, 6, 7, 13, 1, 11, 9, 14, 10, 2, 4]",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
224,224,224,angelinaabril@edem.es,Angelina,Abril,female,24,Master Marketing and Digital Sales,1,"[3, 7, 9, 8, 14, 5, 10, 2, 16, 1]",1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
225,225,225,noelialladó@edem.es,Noelia,Lladó,female,18,BSc in Engineering and Management,1,"[12, 13, 6, 9, 14, 3, 4, 15, 7, 5, 1, 16, 8]",1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
226,226,226,celestinoluján@edem.es,Celestino,Luján,male,19,BBA in Business Administration,3,"[11, 13, 8, 9, 14]",0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
227,227,227,carlitopujol@edem.es,Carlito,Pujol,male,18,BBA in Business Administration,2,"[5, 6, 10, 15, 3]",0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
228,228,228,dionisiavillanueva@edem.es,Dionisia,Villanueva,female,27,Master Data Analytics,1,"[10, 16, 6, 9, 13, 12, 8, 5, 15, 7, 1, 3, 11]",1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
229,229,229,leonorvillalonga@edem.es,Leonor,Villalonga,female,18,BSc in Engineering and Management,3,"[14, 10, 5, 13]",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
230,230,230,amadovillena@edem.es,Amado,Villena,male,35,Bootcamp Data Science,1,[16],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,231,231,amparorey@edem.es,Amparo,Rey,female,21,BSc in Engineering and Management,1,"[8, 12, 1, 10, 16, 3, 9, 7, 11]",1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
232,232,232,ikervergara@edem.es,Iker,Vergara,male,19,BSc in Engineering and Management,4,"[2, 10, 12, 16, 4, 1, 8, 6]",1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
233,233,233,matildetejero@edem.es,Matilde,Tejero,female,18,BBA in Business Administration,3,"[5, 7, 12, 4, 15, 9, 10, 8, 1, 6, 2, 16, 14, 3]",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
234,234,234,angélicaarnaiz@edem.es,Angélica,Arnaiz,female,19,BBA in Business Administration,4,"[16, 9, 7, 6, 3, 8, 15, 13, 10, 11, 14]",0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
235,235,235,montserratpinto@edem.es,Montserrat,Pinto,female,20,BBA in Business Administration,1,"[16, 4, 15, 5, 9, 13, 14, 11, 12]",0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1
236,236,236,albacheca@edem.es,Alba,Checa,female,18,BSc in Engineering and Management,2,"[16, 6, 8, 15, 9, 5, 11]",0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
237,237,237,sabinapazos@edem.es,Sabina,Pazos,female,27,MBA Junior,1,"[13, 15, 7, 6]",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
238,238,238,herbertomontero@edem.es,Herberto,Montero,male,18,BBA in Business Administration,1,"[10, 1, 5, 12, 2]",1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
239,239,239,sevearana@edem.es,Seve,Arana,male,18,BBA in Business Administration,3,"[15, 11, 5, 12, 8, 4, 16, 9, 14, 13, 6, 3]",0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
240,240,240,florenciamiranda@edem.es,Florencia,Miranda,female,18,BBA in Business Administration,3,"[4, 10, 12, 15, 16]",0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
241,241,241,evamaríamiguel@edem.es,Eva María,Miguel,female,18,BBA in Business Administration,2,"[2, 11, 9, 4, 15, 13, 1, 16]",1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
242,242,242,robertobotella@edem.es,Roberto,Botella,male,19,BBA in Business Administration,3,"[11, 12, 8, 2, 16, 3, 1, 9, 15, 4, 6, 7, 5, 14]",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
243,243,243,arseniopineda@edem.es,Arsenio,Pineda,male,19,BBA in Business Administration,2,"[10, 6, 5, 11, 1, 2, 16]",1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
244,244,244,alexpujol@edem.es,Alex,Pujol,male,23,MBA Junior,1,"[2, 15, 3, 7, 14, 1, 13, 8]",1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
245,245,245,gracianohoyos@edem.es,Graciano,Hoyos,male,21,BSc in Engineering and Management,4,"[10, 15, 1, 14, 5, 16]",1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
246,246,246,pablofiol@edem.es,Pablo,Fiol,male,18,BBA in Business Administration,4,"[11, 5, 8, 16]",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
247,247,247,adelardovilla@edem.es,Adelardo,Villa,male,18,BBA in Business Administration,1,"[5, 14, 9, 8, 16, 4, 2, 6, 3, 15, 11, 13, 10, 1, 7, 12]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,248,248,isidoroporcel@edem.es,Isidoro,Porcel,male,18,BBA in Business Administration,1,"[6, 10, 14, 11, 7, 12, 9]",0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0
249,249,249,gracianacarbonell@edem.es,Graciana,Carbonell,female,20,BBA in Business Administration,4,"[3, 7, 11, 2, 16, 12, 8, 6, 4, 1, 14]",1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1
250,250,250,maxiorozco@edem.es,Maxi,Orozco,female,18,BBA in Business Administration,1,"[8, 16, 13, 5, 6, 14, 10, 1, 11, 12, 3, 2, 9]",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
251,251,251,fortunatohoz@edem.es,Fortunato,Hoz,male,18,BBA in Business Administration,1,"[15, 5, 3, 7]",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
252,252,252,anselmamarcos@edem.es,Anselma,Marcos,female,27,Master Marketing and Digital Sales,1,"[4, 11, 5, 6, 10, 16, 15, 3, 8, 2]",0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
253,253,253,leonardohidalgo@edem.es,Leonardo,Hidalgo,male,18,BSc in Engineering and Management,1,"[12, 7, 16, 9, 8, 13, 4, 10, 2, 5, 11, 15, 3, 1, 6]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
254,254,254,arielrocha@edem.es,Ariel,Rocha,male,18,BBA in Business Administration,2,"[7, 10]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
255,255,255,jessicagimenez@edem.es,Jessica,Gimenez,female,20,Bootcamp Cybersecurity,1,"[6, 16, 14, 9, 8]",0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
256,256,256,vicenteblasco@edem.es,Vicente,Blasco,male,20,Bootcamp Cybersecurity,1,"[7, 12, 10, 8]",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
257,257,257,sigfridovázquez@edem.es,Sigfrido,Vázquez,male,18,BSc in Engineering and Management,1,"[15, 13, 1]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
258,258,258,héctortur@edem.es,Héctor,Tur,male,18,BSc in Engineering and Management,4,"[5, 9, 7, 8, 10, 1, 15, 13, 16, 6, 11, 4, 3, 14, 12]",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,259,259,damiánpalacios@edem.es,Damián,Palacios,male,21,BBA in Business Administration,1,"[2, 7, 6]",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
260,260,260,lorenaescribano@edem.es,Lorena,Escribano,female,24,MBA Junior,1,"[2, 15, 16]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
261,261,261,marcianovazquez@edem.es,Marciano,Vazquez,male,25,Master Finance,1,"[2, 5, 7, 3, 13, 11, 14, 6, 10, 4, 8, 9, 1, 12, 15, 16]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
